Inv. Nr.,Pavadinimas,Kiekis,Plotas,Verte,Likut. Verte,Likv.verte,Turto grupe,Atsakingas,Skyrius,Ekspl. Vieta,Metodas,Norma,Men.suma,Pirkimo data,Ekspl. Pradzia,Devesis iki,Valdymo teise,Nuosavybe,Statistika,Isigijimo budas,Pask.oper.data
13125152,Spausdintuvas,"1,000",,527.98,0,0,Kompiuteriai ir jø áranga,Dalia Stasë Palkevièienë,Kûno kultûros ir sporto skyrius,7 kab.,Tiesinis metais,"5,00",0,12/29/2000,12/29/2000,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13126607,Spausdintuvas HP LJ 100,"1,000",,439.06,0,0,Kompiuteriai ir jø áranga,Edita Ramanauskienë,Kultûros skyrius,125 kab.,Tiesinis metais,"5,00",0,1/10/2000,1/10/2000,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13126608,Spausdintuvas HP LJ 100,"1,000",,439.06,0,0,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,6 kab.,Tiesinis metais,"5,00",0,1/10/2000,1/10/2000,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13135330,Spausdintuvas HP LJ 1200,"1,000",,457.02,0,0,Kompiuteriai ir jø áranga,Gytis Skurkis,Turto valdymo skyrius,123 kab.,Tiesinis metais,"5,00",0,10/20/2001,10/20/2001,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13135334,Spausdintuvas HP LJ 1200,"1,000",,457.02,0,0,Kompiuteriai ir jø áranga,Lilija Vaièeliûnienë,Vieðosios tvarkos ir civilinës saugos skyrius,,Tiesinis metais,"5,00",0,10/20/2001,10/20/2001,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13135368,Programinë árang.'Auto CAD MAP R5 tink.darb.,"1,000",,3683.97,0,0,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,107 kab.,Tiesinis metais,"5,00",0,12/29/2001,12/29/2001,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13137105,Spausdintuvas /lazerinis A4 formato/,"1,000",,584.45,0,0,Kompiuteriai ir jø áranga,Dainutë Dubinienë,Ðvietimo skyrius,5 kab.,Tiesinis metais,"5,00",0,9/30/2001,9/30/2001,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13140102,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Violeta Levickienë,Soc. paramos skyrius,1 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13140104,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Danguolë Daugmaudienë,Soc. paramos skyrius,3 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140106,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,11 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140109,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,10 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140110,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,10 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140111,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Violeta Levickienë,Soc. paramos skyrius,8 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13140113,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Eglë Bruþienë,Aplinkos skyrius,337 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140114,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Eglë Bruþienë,Aplinkos skyrius,338 kab.vedëjas,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140115,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Eglë Bruþienë,Aplinkos skyrius,336 kab.vedëjo pavad.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140116,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Gytis Skurkis,Turto valdymo skyrius,123 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140117,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,5 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140118,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Eglë Bruþienë,Aplinkos skyrius,336 kab.vedëjo pavad.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140120,"Kompiuteris MagnumP4/3,DX787,XP.","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Gytis Skurkis,Turto valdymo skyrius,118 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140121,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Dainutë Dubinienë,Ðvietimo skyrius,16 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13140122,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Dainutë Dubinienë,Ðvietimo skyrius,24 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13140125,"Kompiuteris MagnumP4/3,DX787,XP/","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,345 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140126,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Dalia Stasë Palkevièienë,Kûno kultûros ir sporto skyrius,5 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140129,"Kompiuteris MagnumP4/3,DX787,XP","1,000",,653.38,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140132,Spausdintuvas LaserJet 3500,"1,000",,694.51,0.29,0.29,Kompiuteriai ir jø áranga,Ija Jencienë,Investicijø ir miesto plëtros skyrius,240 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140133,Spausdintuvas LaserJet 3500,"1,000",,694.51,0.29,0.29,Kompiuteriai ir jø áranga,Aurelija Spudaitë,Informatikos skyrius,,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140134,Kompiuteris NC8000PM/neðiojamas/,"1,000",,1742.93,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,343 kab.,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140135,Kompiuteris NC8000PM/neðiojamas/,"1,000",,1742.93,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,10/25/2004,10/25/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140136,Kompiuteris INTEL P4 3.0GHz-306 kab.,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,306 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140137,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Dalia Stasë Palkevièienë,Kûno kultûros ir sporto skyrius,4 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140138,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Lilija Vaièeliûnienë,Vieðosios tvarkos ir civilinës saugos skyrius,331 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140139,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Vida Simanavièienë,Kanceliarija,3 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140142,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Lilija Vaièeliûnienë,Vieðosios tvarkos ir civilinës saugos skyrius,,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140143,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,221 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140145,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Renata Aleksandrienë,Civilinës metrikacijos skyrius,3 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140147,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,6 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140148,Kompiuteris INTEL P4 3.0GHz,"1,000",,907.09,0.29,0.29,Kompiuteriai ir jø áranga,Diana Grigienë,Kanceliarija,124 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140156,Tarnybinë stotis HP DL380R03,"1,000",,6662.42,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140162,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,1247.39,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,302 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140163,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,1247.39,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140164,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,1247.39,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,109 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140165,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,1247.39,0.29,0.29,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,111 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140166,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,1247.39,0.29,0.29,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,109 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140169,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,892.61,0.29,0.29,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,325 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13140170,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,892.61,0.29,0.29,Kompiuteriai ir jø áranga,Gytis Skurkis,Turto valdymo skyrius,122 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140174,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,892.61,0.29,0.29,Kompiuteriai ir jø áranga,Brigita Bendþiuvienë,Ekonomikos skyrius,340 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140176,Kompiuteris INTEL P4 Prescott 3.0HGz,"1,000",,892.61,0.29,0.29,Kompiuteriai ir jø áranga,Lilija Vaièeliûnienë,Vieðosios tvarkos ir civilinës saugos skyrius,347 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140177,Maitinimo ðaltinis APC BACK-UPS SU1500RMI,"1,000",,666.99,0.28,0.29,Kompiuteriai ir jø áranga,Aurelija Spudaitë,Informatikos skyrius,,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13140180,Spausdintuvas HP LJ 1010,"1,000",,450.94,0.29,0.29,Kompiuteriai ir jø áranga,Violeta Levickienë,Soc. paramos skyrius,1 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13140181,Spausdintuvas HP Laser Jet 8MB USB,"1,000",,751.56,0.29,0.29,Kompiuteriai ir jø áranga,Violeta Levickienë,Soc. paramos skyrius,1 kab.,Tiesinis metais,"5,00",0,12/15/2004,12/15/2004,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13140182,Multifunkcinis áreng.HP LASERJET 3030,"1,000",,419.66,0.29,0.29,Kita biuro áranga,Violeta Levickienë,Soc. paramos skyrius,5 kab.,Tiesinis metais,"8,00",0,12/15/2004,12/15/2004,12/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13150004,Spausdintuvas HP LJ1000W,"1,000",,360.87,0,0,Kompiuteriai ir jø áranga,Feliksas Lapukas,Personalo skyrius,203 kab.,Tiesinis metais,"5,00",0,2/26/2002,2/26/2002,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150008,"Kompiuteris PCA T-IN(P4-1,8)","1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150015,Kompiuteris PCA T- IN (PA-1.8],"1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150020,"Kompiuteris PCA T-IN(P4-1,8)","1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150025,Kompiuteris PCA T- IN (PA-1.8],"1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,328 kab.,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150031,Kompiuteris PCA T- IN (PA-1.8],"1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,3 kab.,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150038,Kompiuteris PCA T- IN (PA-1.8],"1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Dalia Stasë Palkevièienë,Kûno kultûros ir sporto skyrius,7 kab.,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150044,Kompiuteris PCA T- IN (PA-1.8],"1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Gytis Skurkis,Turto valdymo skyrius,,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150046,"Kompiuteris PCA T-IN(P4-1,8)","1,000",,664.97,0,0,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,112 kab.,Tiesinis metais,"5,00",0,2/28/2003,2/28/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150059,Tarnybinë stotis IMB NET FINITY x345,"1,000",,6099.4,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,3/3/2003,3/3/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150061,Komutacinë spinta 'Rittal TS8'42U su vidine ár,"1,000",,1904.54,0,0,Kompiuteriai ir jø áranga,Aurelija Spudaitë,Informatikos skyrius,,Tiesinis metais,"5,00",0,3/3/2003,3/3/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150062,Kompiuterinio tinklo komutatorius Cisco CATALY,"1,000",,1079.99,0,0,Kompiuteriai ir jø áranga,Aurelija Spudaitë,Informatikos skyrius,330 kab.,Tiesinis metais,"5,00",0,3/3/2003,3/3/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150078,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Violeta Levickienë,Soc. paramos skyrius,9 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,10/30/2015
13150081,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,9 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150082,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,6 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150086,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,4 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150087,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Genë Stakaitienë,Vaiko teisiø apsaugos skyrius,9 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150088,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,1 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150091,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Nijolë Peèiukaitienë,Soc. paramos skyrius,8 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150095,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,110 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150096,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M.,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Dalia Vietienë,Vieðøjø ryðiø skyrius,210 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150101,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,301 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150103,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,107 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150106,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Renata Aleksandrienë,Civilinës metrikacijos skyrius,7 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150107,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.M,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,230 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150108,Kompiuteris PCA-A INTEL P4-2.4 su prog.árang.,"1,000",,820.2,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,330 kab.,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,11/30/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150130,Spausdintuvas HP DJ 1220C,"1,000",,368.4,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,10/6/2003,10/6/2003,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150138,Spausdintuvas LJ,"1,000",,1013.67,0,0,Kompiuteriai ir jø áranga,Lina Janauskienë,Kanceliarija,202 kab.,Tiesinis metais,"5,00",0,12/23/2003,12/23/2003,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150139,Spausdintuvas LJ,"1,000",,1013.67,0,0,Kompiuteriai ir jø áranga,Rimantas Voveris,Informatikos skyrius,,Tiesinis metais,"5,00",0,12/23/2003,12/23/2003,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/1/2015
13150152,Spausdintuvas DesingJet455CA/ao/0155/ ,"1,000",,404.89,0,0,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,111 kab.,Tiesinis metais,"5,00",0,12/31/2003,12/31/2003,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
13150161,Spausdintuvas KYOCERA FS 1010,"1,000",,307.58,0,0,Kompiuteriai ir jø áranga,Rasa Vasauskienë,Kontrolës ir audito tarnyba,3 kab.,Tiesinis metais,"5,00",0,12/29/2003,12/29/2003,12/31/2016,Nuosavas,,Baldai ir biuro áranga, Pirkimas,12/31/2014
